"response__warnings__warning","response__warnings__description","response__total","response__dateFormat","response__frequency","response__data__period","response__data__subba","response__data__subba-name","response__data__parent","response__data__parent-name","response__data__value","response__data__value-units","response__description","request__command","request__params__frequency","request__params__data__-","request__params__sort__column","request__params__sort__direction","request__params__offset","request__params__length","request__params__api_key","apiVersion"
"","","","","","2023-07-22T22","Jica","Jicarilla Apache Nation","PNM","Public Service Company of New Mexico","3","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T22","ZONG","Hudson Valley","NYIS","New York Independent System Operator","1457","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T22","ATSI","American Transmission Systems, Inc. zone","PJM","PJM Interconnection, LLC","9238","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T22","NCEN","North Central","ERCO","Electric Reliability Council of Texas, Inc.","22156","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T22","ZONI","Dunwoodie","NYIS","New York Independent System Operator","860","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T22","ZONA","West","NYIS","New York Independent System Operator","2015","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T22","35","Zones 3 and 5","MISO","Midcontinent Independent System Operator, Inc.","12623","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T22","WFEC","Western Farmers Electric Cooperative","SWPP","Southwest Power Pool","1501","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T22","KACY","Kansas City Board of Public Utilities","SWPP","Southwest Power Pool","366","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T22","PL","Pennsylvania Power & Light zone","PJM","PJM Interconnection, LLC","5536","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T22","WEST","West","ERCO","Electric Reliability Council of Texas, Inc.","2170","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T22","AE","Atlantic Electric zone","PJM","PJM Interconnection, LLC","1982","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T22","FWES","Far West","ERCO","Electric Reliability Council of Texas, Inc.","6543","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T22","ZONJ","New York City","NYIS","New York Independent System Operator","7078","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T22","PE","PECO Energy zone","PJM","PJM Interconnection, LLC","5648","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T22","AEP","American Electric Power zone","PJM","PJM Interconnection, LLC","17113","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T22","RECO","Rockland Electric (East) zone","PJM","PJM Interconnection, LLC","267","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T22","Frep","Freeport","PNM","Public Service Company of New Mexico","36","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T22","8910","Zones 8, 9, and 10","MISO","Midcontinent Independent System Operator, Inc.","28520","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T22","SPRM","City of Springfield","SWPP","Southwest Power Pool","536","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T22","CSWS","AEPW American Electric Power West","SWPP","Southwest Power Pool","7799","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T22","SOUT","South","ERCO","Electric Reliability Council of Texas, Inc.","6150","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T22","DOM","Dominion Virginia Power zone","PJM","PJM Interconnection, LLC","16998","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T22","6","Zone 6","MISO","Midcontinent Independent System Operator, Inc.","11819","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T22","SECI","Sunflower Electric","SWPP","Southwest Power Pool","857","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T22","WR","Westar Energy","SWPP","Southwest Power Pool","5045","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T22","ZOND","North","NYIS","New York Independent System Operator","630","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T22","AP","Allegheny Power zone","PJM","PJM Interconnection, LLC","6672","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T22","PGAE","Pacific Gas and Electric","CISO","California Independent System Operator","13191","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T22","ZONH","Millwood","NYIS","New York Independent System Operator","480","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T22","COAS","Coast","ERCO","Electric Reliability Council of Texas, Inc.","21499","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T22","DAY","Dayton Power & Light zone","PJM","PJM Interconnection, LLC","2321","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T22","4","Zone 4","MISO","Midcontinent Independent System Operator, Inc.","6475","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T22","EDE","Empire District Electric Company","SWPP","Southwest Power Pool","831","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T22","GRDA","Grand River Dam Authority","SWPP","Southwest Power Pool","900","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T22","ME","Metropolitan Edison zone","PJM","PJM Interconnection, LLC","2161","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T22","DPL","Delmarva Power & Light zone","PJM","PJM Interconnection, LLC","2816","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T22","CE","Commonwealth Edison zone","PJM","PJM Interconnection, LLC","13612","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T22","KAFB","Kirtland Air Force Base","PNM","Public Service Company of New Mexico","59","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T22","ZONF","Capital","NYIS","New York Independent System Operator","1547","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T22","TSGT","Tri-State Generation and Transmission","PNM","Public Service Company of New Mexico","385","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T22","SPS","Southwestern Public Service Company","SWPP","Southwest Power Pool","5454","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T22","SDGE","San Diego Gas and Electric","CISO","California Independent System Operator","1948","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T22","KCEC","Kit Carson Electric Cooperative","PNM","Public Service Company of New Mexico","16","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T22","KCPL","Kansas City Power & Light","SWPP","Southwest Power Pool","2616","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T22","ZONC","Central","NYIS","New York Independent System Operator","1855","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T22","PNM","PNM System Firm Load","PNM","Public Service Company of New Mexico","1767","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T22","WAUE","Western Area Power Upper Great Plains East","SWPP","Southwest Power Pool","4267","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T22","ZONB","Genesee","NYIS","New York Independent System Operator","1266","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T22","ZONE","Mohawk Valley","NYIS","New York Independent System Operator","833","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T22","MPS","KCP&L Greater Missouri Operations","SWPP","Southwest Power Pool","1480","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T22","PN","Pennsylvania Electric zone","PJM","PJM Interconnection, LLC","2286","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T22","EAST","East","ERCO","Electric Reliability Council of Texas, Inc.","2807","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T22","OPPD","Omaha Public Power District","SWPP","Southwest Power Pool","2206","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T22","PEP","Potomac Electric Power zone","PJM","PJM Interconnection, LLC","4193","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T21","6","Zone 6","MISO","Midcontinent Independent System Operator, Inc.","11770","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T21","BC","Baltimore Gas & Electric zone","PJM","PJM Interconnection, LLC","4473","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T21","ZONA","West","NYIS","New York Independent System Operator","1975","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T21","ZONE","Mohawk Valley","NYIS","New York Independent System Operator","777","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T21","WFEC","Western Farmers Electric Cooperative","SWPP","Southwest Power Pool","1471","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T21","OPPD","Omaha Public Power District","SWPP","Southwest Power Pool","2149","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T21","DPL","Delmarva Power & Light zone","PJM","PJM Interconnection, LLC","2784","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T21","DEOK","Duke Energy Ohio/Kentucky zone","PJM","PJM Interconnection, LLC","3806","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T21","KCPL","Kansas City Power & Light","SWPP","Southwest Power Pool","2547","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T21","WAUE","Western Area Power Upper Great Plains East","SWPP","Southwest Power Pool","4233","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T21","NPPD","Nebraska Public Power District","SWPP","Southwest Power Pool","3259","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T21","4","Zone 4","MISO","Midcontinent Independent System Operator, Inc.","6313","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T21","WR","Westar Energy","SWPP","Southwest Power Pool","4927","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T21","AEP","American Electric Power zone","PJM","PJM Interconnection, LLC","16948","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T21","DAY","Dayton Power & Light zone","PJM","PJM Interconnection, LLC","2295","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T21","Frep","Freeport","PNM","Public Service Company of New Mexico","35","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T21","PL","Pennsylvania Power & Light zone","PJM","PJM Interconnection, LLC","5462","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T21","JC","Jersey Central Power & Light zone","PJM","PJM Interconnection, LLC","3984","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T21","EAST","East","ERCO","Electric Reliability Council of Texas, Inc.","2832","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T21","ME","Metropolitan Edison zone","PJM","PJM Interconnection, LLC","2120","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T21","DUQ","Duquesne Lighting Company zone","PJM","PJM Interconnection, LLC","1909","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T21","RECO","Rockland Electric (East) zone","PJM","PJM Interconnection, LLC","268","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T21","ZOND","North","NYIS","New York Independent System Operator","628","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T21","SPRM","City of Springfield","SWPP","Southwest Power Pool","520","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T21","SCEN","South Central","ERCO","Electric Reliability Council of Texas, Inc.","13788","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T21","SOUT","South","ERCO","Electric Reliability Council of Texas, Inc.","6052","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T21","35","Zones 3 and 5","MISO","Midcontinent Independent System Operator, Inc.","12354","megawatthours","","","","","","","","","",""
